Text,Label
"Help --- stabbing --- alley --- now","assault"
"--- sumigaw --- yung --- kapitbahay --- nasaktan --- siya","assault"
"Please --- come --- fast --- bleeding","assault"
"Help --- someone --- stab --- my --- leg","assault"
"May --- nanggugulo --- sa --- palengke","assault"
"Help --- attacker --- push --- me --- ground","assault"
"Nasugatan --- ako --- sa --- away --- sa --- daan","assault"
"/// oh --- god --- stabbing --- near","assault"
"Help --- head --- bleeding --- police","assault"
"May --- lalaking --- sumugod --- sa --- plaza","assault"
"Help --- they --- attack --- my --- brother","assault"
"--- sinaktan --- ako --- ng --- hindi --- kilala","assault"
"Help --- oh --- no --- pls --- hurry","assault"
"May --- humabol --- sakin --- sa --- jeep --- may --- patalim","assault"
"Help --- he --- stab --- me --- twice","assault"
"Nasaksak --- ako --- ng --- lalaki --- sa --- eskinita","assault"
"Please --- help --- bleeding --- arm","assault"
"Help --- my --- friend --- attacked --- badly","assault"
"May --- away --- sa --- harap --- ng --- eskwelahan","assault"
"Help --- oh --- no --- bleeding --- chest","assault"
"--- police --- please --- asap","assault"
"Help --- guy --- try --- kill --- me","assault"
"May --- sumaksak --- sa --- tindera","assault"
"Help --- attacker --- chase --- me --- now","assault"
"Nasugatan --- ako --- sa --- likod --- may --- dugo","assault"
"Help --- pls --- oh --- god --- hurt","assault"
"--- hinampas --- ako --- sa --- ulo","assault"
"Help --- my --- head --- cracked --- bleeding","assault"
"May --- lalake --- may --- patalim --- sa --- mall","assault"
"Help --- knife --- guy --- here","assault"
"Nasaksak --- yung --- kasama --- ko --- tulungan --- nyo","assault"
"Help --- oh --- my --- god --- fast --- police","assault"
"--- may --- sigawan --- sa --- park --- tulong","assault"
"Help --- he's --- stabbing --- me","assault"
"May --- taong --- sumugod --- sa --- bus","assault"
"Help --- pls --- send --- police","assault"
"Nasugatan --- ako --- tumutulo --- dugo --- ko","assault"
"Help --- oh --- no --- hurt --- bad","assault"
"--- tinaga --- ako --- sa --- balikat","assault"
"Help --- pls --- pls --- hurry","assault"
"May --- lalake --- may --- dalang --- batuta","assault"
"Help --- suspect --- near --- my --- door","assault"
"Nasaktan --- ako --- sa --- gulo --- dito","assault"
"Help --- im --- bleeding --- heavily","assault"
"--- may --- nagwawala --- sa --- terminal","assault"
"Help --- fight --- plaza --- ongoing","assault"
"May --- sugatan --- na --- babae --- dito","assault"
"Help --- guy --- try --- choke --- me","assault"
"Nasuntok --- ako --- tulungan --- nyo --- ako","assault"
"Help --- attacker --- close --- to --- me","assault"
"May --- lalake --- sumugod --- sa --- karinderya","assault"
"Help --- please --- police --- fast","assault"
"Nasugatan --- ako --- sa --- suntukan","assault"
"Help --- oh --- god --- help --- pls","assault"
"--- may --- hawak --- na --- patalim --- dito","assault"
"Help --- stabbed --- my --- arm","assault"
"May --- away --- sa --- gilid --- ng --- plaza","assault"
"Help --- oh --- my --- god --- fast","assault"
"Nasaksak --- ako --- may --- dugo --- sa --- damit --- ko","assault"
"Help --- pls --- bleeding --- leg","assault"
"--- pinukpok --- ako --- ng --- bote","assault"
"Help --- guy --- hurt --- me","assault"
"May --- lalaking --- sumugod --- sa --- kalsada","assault"
"Help --- oh --- god --- fast --- pls","assault"
"Nasaktan --- ako --- tinulak --- ako","assault"
"Help --- pls --- attacker --- here","assault"
"--- may --- sugatan --- sa --- school","assault"
"Help --- they --- hit --- me --- head","assault"
"May --- away --- sa --- barangay --- hall","assault"
"Help --- bleeding --- from --- nose --- mouth","assault"
"Nasaksak --- ako --- sa --- harap --- tindahan","assault"
"Help --- oh --- no --- oh --- no","assault"
"patay sakin","assault"

