Text,Label
"May bumagsak --- na signage --- sa daan",Others
"Sunog --- sa 2nd floor --- ng building",Others
"Basura --- tambak --- blocking road",Others
"Help --- natrap --- sa rooftop",Others
"May nag-aaway --- lasing --- sa kalye",Others
"Flood --- in basement --- water rising",Others
"May kumakalikot --- sa kotse --- sa labas",Others
"Help --- tumataas --- ang tubig",Others
"Storm --- blown away --- my gate",Others
"May nagbubukas --- ng pintuan --- tahimik",Others
"Fire --- sa apartment --- smoke everywhere",Others
"Help --- nahulog --- yung bubong",Others
"Suspicious --- lalaki --- nakatayo lang",Others
"Water --- inside --- living room",Others
"Help --- stuck --- sa bakod",Others
"Strong quake --- naramdaman --- sa barangay",Others
"Someone --- breaking --- garden lock",Others
"Help --- hindi ko --- mabuksan pinto",Others
"Gas --- leaking --- sa lababo",Others
"May tumitingin --- sa kotse ko --- paulit-ulit",Others
"Flood --- street --- blocked",Others
"Help --- trapped --- sa store room",Others
"Fire --- malaking apoy --- sa dulo ng street",Others
"May nag aakyat --- ng gamit --- kahina-hinala",Others
"Smoke --- sa kabilang --- apartment",Others
"Help --- basag --- ang salamin",Others
"May humahampas --- ng pinto --- ng kapitbahay",Others
"Flood --- in barangay hall --- need help",Others
"May nagkalat --- ng basura --- sa park",Others
"Help --- nahulog --- sa kanal",Others
"Wind --- tinangay --- bubong namin",Others
"May kumakatok --- sa bintana --- hindi kilala",Others
"Help --- may baha --- sa 2nd floor",Others
"Someone --- spray paint --- sa pader",Others
"Fire --- sa kusina --- sunog mabilis",Others
"Help --- ceiling --- bumigay",Others
"Flood --- mabilis --- lumalaki tubig",Others
"May sumisigaw --- lasing --- sa kalsada",Others
"Help --- nasira --- yung gate",Others
"May lalaki --- nakatingin --- sa loob ng bahay",Others
"Gas leak --- sumisingaw --- malakas",Others
"Help --- nalock --- sa kotse",Others
"Storm --- nagbagsak --- ng puno",Others
"May nagbubukas --- ng bodega --- walang permiso",Others
"Help --- malakas --- amoy ng usok",Others
"Flood --- covered --- entire road",Others
"May nag aakyat --- ng gamit --- gabi",Others
"Fire --- nasusunog --- bodega",Others
"Help --- hindi --- makalabas",Others
"May humahampas --- sa pader --- malakas",Others
"Help --- baha --- hanggang dibdib",Others
"Wind --- tore down --- billboard",Others
"May sumisilip --- sa pintuan --- tahimik",Others
"Smoke --- coming out --- sa bintana",Others
"Help --- nadapa --- sa baha",Others
"May nagtatapon --- ng basura --- gabi",Others
"Flood --- in plaza --- knee deep",Others
"Help --- trapped --- in bathroom",Others
"Gas --- leak smell --- malakas",Others
"May suspicious --- group --- sa kanto",Others
"Help --- ceiling --- bumagsak",Others
"Fire --- spreading --- sa tindahan",Others
"Help --- nasarhan --- sa loob",Others
"May lalaki --- nagbubukas --- ng gate",Others
"Flood --- mabilis --- umaakyat tubig",Others
"Help --- tinangay --- bubong",Others
"May nagbabasag --- bote --- malakas",Others
"Help --- nasunog --- bodega",Others
"Smoke --- galing --- sa kisame",Others
"Help --- trap --- sa kusina",Others
"May pumasok --- na tao --- walang permiso",Others
May tao sa bakuran na hindi ko kilala,Others
Someone is breaking my window,Others
May nagbabasag ng bote sa labas ng bahay,Others
Suspicious man loitering near my car,Others
May nagsusunog ng basura malapit sa bahay,Others
Loud noise from neighbor's party,Others
May taong gumagalaw sa bubong namin,Others
Group of people shouting sa kanto,Others
May nagtatapon ng basura sa ilog,Others
Someone is spray painting walls,Others
May taong nakatayo sa tapat ng gate ko ng matagal,Others
Public disturbance sa palengke,Others
May nagkakalat sa harap ng bahay,Others
Someone opened my gate without permission,Others
May humahawak sa pinto namin ng paulit-ulit,Others
Man shouting threats pero hindi pumapasok,Others
May nag-uusap na grupo sa labas na parang may plano,Others
Trespasser spotted sa likod ng bahay,Others
May naglalaro ng fireworks sa gitna ng kalye,Others
Loud arguing sa kapitbahay,Others
Someone walking around backyard,Others
May nag-iikot sa garahe namin,Others
Nakabukas ang gate, may di kilalang tao sa loob,Others
Two men trying to open parked car,Others
May kumakatok nang malakas kahit gabi na,Others
May nagbabasag ng bote sa kalsada,Others
Man peeking through our windows,Others
May tumitingin sa mga bintana namin,Others
Someone trying to break padlock,Others
May nagsusunog ng gulong sa kalsada,Others
Person taking pictures of my house,Others
May humahawak sa lock ng gate,Others
Someone dumped garbage sa driveway namin,Others
Group blocking the road,Others
May nag-uusap na parang nag-aaway sa kalye,Others
People vandalizing wall near plaza,Others
May nagtatambay sa gilid ng bahay namin,Others
Someone tried opening my car door,Others
May sumisilip sa bakuran namin,Others
Stranger pacing back and forth sa tapat ng bahay,Others
May nag-iikot na di kilala sa compound,Others
People fighting verbally sa tapat ng tindahan,Others
May humahampas sa gate namin,Others
Someone trespassing sa bakuran,Others
May nagtatapon ng basura sa bakod namin,Others
Group making loud noise late at night,Others
May nag-aaway sa kanto ng bahay namin,Others
Suspicious van parked for hours,Others
May gumagalaw sa likod-bahay kahit gabi na,Others
Man shining flashlight sa bintana ko,Others
May nagbabasag ng bote sa harap ng bahay,Others
Someone tearing down posters illegally,Others
May naglalakad na may dalang crowbar,Others
Person looking inside parked cars,Others
May nagbubukas ng basura namin,Others
Group drinking and shouting sa kalsada,Others
May nagkakalat ng basura sa park,Others
Stranger rattling gate lock,Others
May tumitigil sa harap ng bahay namin ng matagal,Others
Person throwing rocks sa bubong namin,Others
May nagyoyosi sa harap ng gate namin,Others
Man hammering on street sign,Others
May nagpapaputok ng paputok kahit bawal,Others
Someone pouring paint sa pader,Others
May nagdadala ng sako na parang ninakaw,Others
Person dismantling public bench,Others
May nakasabit sa bakod namin,Others
Group loitering near school gate,Others
May nagwawala sa kalye,Others
Person blocking store entrance,Others
May sumisigaw sa harap ng bahay ng walang dahilan,Others
Someone scattering trash sa kalsada,Others
May humahampas ng bote sa pader,Others
Stranger leaning sa gate namin,Others
May naglalaro ng motor sa loob ng subdivision,Others
Two men arguing loudly sa tapat ng bahay,Others
May naghahampas sa bubong namin,Others
Person tapping on our windows,Others
May nagdudulot ng trapik sa kalye,Others
Someone shining laser sa bahay namin,Others
May naglalakad na may hawak na tubo,Others
Stranger entering open gate,Others
May sumisilip sa garahe namin,Others
People scattering broken glass sa kalsada,Others
May nagwawala sa labas ng tindahan,Others
Group blocking the alley,Others
May nagsusunog sa gilid ng kalsada,Others
Someone dumping construction debris,Others
May nanggugulo sa plaza,Others
Person banging loudly on lamppost,Others
May nagbabasag ng bote sa palengke,Others
Suspicious biker circling the street,Others
May nagkakalkal ng basura sa likod-bahay,Others
Someone throwing eggs sa bahay namin,Others
May gumagalaw sa paligid ng bahay ko kahit gabi,Others
Stranger lurking near water tank,Others
May nag-uusap ng malakas sa tapat ng bahay,Others
Person playing loud music sa madaling araw,Others
May sumisigaw sa kalsada nang walang dahilan,Others
