Text,Label
"May tumawag sakin at paulit-ulit sinasabi sex... sex...",harassment
"Help... may nag screenshot ng katawan ko... pinapadala sakin",harassment
"May humahawak sa legs ko sa ilalim ng mesa",harassment
"Putang ina may lalaki sa gym locker room na nagjakol sa harap ko",harassment
"Help — S — O — S — may nagpipilit mag halik sakin sa kanto",harassment
"May nagpapadala ng bastos na litrato sa phone ko",harassment
"Kuya may naghubad sa harap ko sa jeep",harassment
"May manyak na sumisilip sa bintana ko ngayong gabi",harassment
"Help... may lasing na humihipo sa akin sa bar",harassment
"May lalaking nakasunod mula LRT hanggang bahay ko... paulit ulit sinasabi kantot",harassment
"Sa jeep may lalaki na nagpapadikit sakin kahit may space",harassment
"May manyak na sumigaw ng bastos habang dumadaan ako",harassment
"Help—me—please... tinatakot ako na rereypin daw ako",harassment
"May nag chat sakin na magjakol daw ako habang video call",harassment
"Sa may tindahan may lalaking hinila braso ko",harassment
"Putang ina may naghalik sakin nang walang pahintulot",harassment
"May nagkamot ng titi sa harap ko habang nasa park",harassment
"Help... may nagpadala ng hubad na picture sakin",harassment
"Sa waiting shed may lalaking pinipisil ang hita ko",harassment
"May matandang lalaki na nakahawak sa balikat ko ng bastos",harassment
"May nagtitig sa akin na parang undress ako",harassment
"Help — I — C — A — N — 'T — Move... may humahawak sa bewang ko",harassment
"May lalaking nagsasabi sakin na babayaran daw ako para sa sex",harassment
"Sa bus may lalaking nakadikit sakin kahit walang tao sa harap",harassment
"May sumipol at nag sabi ng bastos habang naglalakad ako",harassment
"Help... may nagpipilit na halikan ako",harassment
"May manyak na nagchat sakin ng video nya habang nagjakol",harassment
"May sumusunod sakin at sumisigaw ng 'kantot tayo'",harassment
"Sa LRT may lalaki na nagdikit ng ari sa likod ko",harassment
"May nag send ng hubad kong litrato sa GC",harassment
"Help... may humahawak sa buhok ko sa likod",harassment
"May lasing na sumusubok halikan ako",harassment
"Sa elevator may humawak sa pwet ko",harassment
"May nag video sakin habang nagbibihis",harassment
"Help — Me — Sir... may lalaking nakahubad sa harap ko",harassment
"May bata na tinatakot at minamanyak ng matanda dito",harassment
"Sa barangay may lalaking tumatawag sa akin ng pokpok",harassment
"May manyak na sumisigaw sa akin habang naglalakad",harassment
"Help... may humahawak sa legs ko sa ilalim ng table",harassment
"May nagpakita ng bastos na larawan sakin sa cellphone nya",harassment
"Sa jeep may lalaking nakahawak sa hita ko",harassment
"May sumigaw ng 'jakol tayo' habang naglalakad ako",harassment
"Help — N — O — W — may sumusunod sakin na hubad",harassment
"May naghalik sakin bigla sa eskinita",harassment
"May lalaki na humawak sa balikat ko na parang mang-aakit",harassment
"Help... may sumisilip sa palda ko sa likod",harassment
"May manyak na humahabol sa akin sa palengke",harassment
"Sa bus may lalaking nagkamot ng titi habang nakatingin sakin",harassment
"May nagpapadala ng voice message na puro kantot",harassment
"Help... may tumatakip sa bibig ko",harassment
"May lalaki na nakahawak sa bewang ko sa MRT",harassment
"Sa kalsada may sumisigaw ng bastos na salita sakin",harassment
"May nagpipilit na makipag sex sakin",harassment
"Help — Me — Now — may naglalabas ng ari nya sa harap ko",harassment
"May nag selfie kasama ako habang nakahawak sa pwet ko",harassment
"May nag susundan sakin habang nagjajakol",harassment
"Sa eskinita may lasing na humahawak sa balikat ko",harassment
"Help... may lalaki sa tapat ng bahay na hubad",harassment
"May naglalakad na lalaki na sumipol at nagsabi ng bastos",harassment
"May humahawak sa hita ko sa gilid ng upuan",harassment
"Sa mall may nag video habang nakaupo ako",harassment
"Help — I — Can't — Escape — may humaharang sakin",harassment
"May naglabas ng ari nya sa harap ng school gate",harassment
"May nagpapadala ng bastos na meme sakin",harassment
"Help... may sumusunod sakin habang nagjajakol",harassment
"May sumigaw ng 'kantutin kita' habang naglalakad ako",harassment
"May humahawak sa balikat ko habang tinatakot ako",harassment
"Help... may lalaking nakadikit sa likod ko sa MRT",harassment
"May nagpadala ng video nya habang nagjajakol",harassment
"Sa jeep may sumisilip sa cleavage ko",harassment
"Help — M — E — may naglalabas ng titi sa harap ko",harassment
"May lasing na sumigaw sakin ng bastos",harassment
"May manyak sa tabi ng bahay na nagjajakol",harassment
"Help... may humahawak sa legs ko sa bus",harassment
"May lalaki na nagkamot ng titi habang nakatitig sakin",harassment
"May nagpapadala ng sex chat sakin",harassment
"Help — Sir — may lalaking humaharang sakin",harassment
"May manyak na humahawak sa kamay ko",harassment
"Sa LRT may nagdikit ng ari sa bewang ko",harassment
"Help... may nagpipilit na hubaran ako",harassment
"May nag send ng bastos na video sakin",harassment
"May sumisilip sa bintana ko gabi gabi",harassment
"Help — I — Can't — Breathe — may humahawak sa leeg ko",harassment
"May nagpipilit na halikan ako kahit ayaw ko",harassment
"Sa jeep may lalaking nakatabi na manyakis",harassment
"Help... may humahawak sa bewang ko",harassment
"Help --- me --- now --- tinatakot ako --- may manyak dito --- please come fast",harassment
"Shit may lalaki sa likod ko --- sinasabi na kantutin daw ako --- send police",harassment
"Low signal --- pero may nanghahawak sa legs ko --- bastos siya --- tulong",harassment
"May manyak sa jeep --- fuck --- hawak niya suso ko --- please rescue",harassment
"Nagjakol sa harap ko yung lalaki --- ayaw tumigil --- Help--- please---",harassment
"May nagpi-picture sa ilalim ng palda ko --- this is sexual harassment",harassment
"Lasing na lalaki --- sabi niya rape-in niya ako --- Help--- hurry",harassment
"Nasa tricycle ako --- driver binabastos ako --- kantot daw gusto niya",harassment
"Help--- he is following me --- sabi niya sex daw kami --- takot na ako",harassment
"Nakatitig yung lalaki sa dibdib ko --- sobrang bastos --- please send help",harassment
"May sumipol sa akin tapos hinawakan pwet ko --- low signal--- please respond",harassment
"Fuck --- may lasing na humawak sa hita ko --- ayaw bitawan",harassment
"Help --- Help --- may nagbubulong ng bastos --- malapit na siya sa akin",harassment
"May manyak sa MRT --- pinipisil suso ko kahit may tao",harassment
"Sinusundan ako ng lalaki --- sabi niya 'jakol ko yan para sa’yo' --- shit",harassment
"May lasing dito na sinasabi kakantutin niya ako --- please tulong",harassment
"Help--- static --- pinipilit niya hawakan pekpek ko --- send backup",harassment
"May humihipo sa dibdib ko sa bus --- tulong --- bastos na matanda",harassment
"May nagjakol sa tabi ko sa jeep --- sobrang bastos --- please help",harassment
"Fuck this --- may manyak dito sa kanto --- hawak pwet ko",harassment
"Low signal --- pero may nanghihipo sa akin --- bastos sobra",harassment
"May lasing na nagsasabi ng 'sex tayo' --- nakakatakot",harassment
"Help--- grab driver binabastos ako --- sabi kantutin niya ako",harassment
"May lalaki sa harap ko na nagbukas ng pantalon --- manyak",harassment
"May sumusunod na lalaki --- sinasabi na papatungan daw niya ako",harassment
"Nasa jeep ako --- manyak na matanda hawak hita ko",harassment
"Help--- tulong --- may nagpipilit na hawakan suso ko --- hurry",harassment
"Fuck fuck fuck --- may manyak sa harap ko --- static---",harassment
"May lalaking kinukuhaan ako ng picture sa suso --- bastos",harassment
"Low signal --- may nagbubulong ng bastos --- harassment to",harassment
"Help--- may lalaking gusto akong halikan --- ayaw ko",harassment
"May sumusunod sa akin --- sabi niya sex daw kami mamaya",harassment
"Nagbukas ng zipper yung lalaki sa jeep --- sobrang bastos",harassment
"Help--- nakahawak na siya sa legs ko --- please hurry",harassment
"May humahalik sa leeg ko --- hindi ko kilala --- harassment",harassment
"Fuck --- may humihipo sa dibdib ko --- MRT --- crowd",harassment
"Help me --- static --- may nanggugulo sa katawan ko",harassment
"May lasing na humihipo sa pwet ko --- bastos sobra",harassment
"Nagjakol sa harap ko --- manyak --- help please",harassment
"May lalaki sa gilid ko na nagbubulong 'kantot'",harassment
"Help --- may humihipo sa suso ko sa jeep",harassment
"Low sig --- pero may bastos dito sa kanto",harassment
"Help me --- static --- bastos na lalaki",harassment
"May manyak na pinipisil suso ko --- help",harassment
"Fuck --- ginagalaw yung hita ko sa bus",harassment
"May lalaki na bumubulong ng 'rape'",harassment
"Help--- may lasing na manyak dito",harassment
"Static --- may bastos sa tabi ko",harassment
"Help me --- please --- harassment",harassment
"May humihipo sa akin --- jeep",harassment
"Help --- follo --- wing --- me",harassment
"May --- guy --- keeps --- whistl --- ing",harassment
"Stalk --- er --- follo --- ing --- street",harassment
"Na --- haharass --- ako --- sa jeep",harassment
"Guy --- keeps --- say --- ing sweet --- ie",harassment
"--- whistle --- ing --- sa lik --- od ko",harassment
"Fol --- lowing --- me --- from --- school",harassment
"May --- na --- nagpi --- picture --- sa akin",harassment
"Ran --- dom --- man --- call --- ing baby --- girl",harassment
"--- keeps --- walk --- ing too --- close",harassment
"Na --- sit --- sit --- an ako --- paulit --- ulit",harassment
"Man --- shouting --- rude --- words",harassment
"Fol --- low --- ing --- with --- cam --- era",harassment
"--- guy --- stand --- ing sa --- harap --- ko",harassment
"May --- nag --- bu --- bulong ng --- bastos",harassment
"Some --- one --- keeps --- blocking --- way",harassment
"--- tambay --- keeps --- making --- kis --- sing --- sounds",harassment
"Haras --- sing --- me --- in --- jeep --- ney",harassment
"--- keeps --- ask --- ing --- for --- num --- ber",harassment
"Guy --- taking --- pho --- tos --- sa --- jeep",harassment
"May --- nan --- unukso --- sa akin --- paulit --- ulit",harassment
"Fol --- low --- ing --- sa --- madilim --- na --- daan",harassment
"--- keeps --- joke --- ing --- bastos --- ly",harassment
"Help --- some --- one --- fol --- low --- ing",harassment
"Na --- ba --- bastos --- ako --- sa kanto",harassment
"Whis --- tle --- sounds --- sa --- lik --- od",harassment
"Stran --- ger --- keeps --- blocking --- me",harassment
"Tamb --- ay --- keeps --- calling --- me",harassment
"May --- guy --- nakatitig --- ng --- masama",harassment
"May lalaki na bigla akong hinalikan sa pisngi sa jeep.",harassment
"Niyakap ako ng di ko kilala at hinawakan sa kamay.",harassment
"Naglakad ako sa eskinita tapos may humawak sa pwet ko.",harassment
"Stranger tried to kiss me habang naglalakad sa school.",harassment
"May matandang lalaki na sinundot pekpek ko sa pila.",harassment
"Sumakay ako sa bus, biglang hinawakan ang puka ko.",harassment
"May lasing na lalaki na hinawakan ang kepyas ko sa party.",harassment
"While walking home, someone touched my vagina.",harassment
"Nagulat ako nang bigla akong hinalikan sa lips ng officemate ko.",harassment
"May estudyante na hinawakan pekpek ko sa corridor.",harassment
"Di ko kilala pero hinawakan niya kamay ko sa mall.",harassment
"May lalaki sa jeep na hinimas pwet ko.",harassment
"Kinuhanan ako ng dignidad nang biglang hinipo pekpek ko.",harassment
"Random guy whispered 'pussy' sa tenga ko sa street.",harassment
"Habang nag-aantay ng tricycle, may humawak sa pwet ko.",harassment
"A stranger kissed my cheek without permission.",harassment
"May lalaki na sinundot puke ko sa labas ng convenience store.",harassment
"Nasa jeep ako nang biglang hinawakan kamay ko ng katabi.",harassment
"Someone grabbed my butt habang nasa pila sa cafeteria.",harassment
"Classmate tried to kiss me kahit ayaw ko.",harassment
"Hinawakan ng lalaki ang kepyas ko habang sumasayaw.",harassment
"Niyakap ako ng mahigpit at sinundot pekpek ko.",harassment
"Someone touched my vagina while I was asleep sa bus.",harassment
"May guard na hinalikan ako sa pisngi kahit bawal.",harassment
"Guy from class hinawakan ang puka ko sa hallway.",harassment
"May nagtanong ng oras tapos hinawakan ang pwet ko.",harassment
"A stranger in market hinawakan pekpek ko.",harassment
"Nagulat ako nang hinipo ng katabi ang kepyas ko.",harassment
"While crossing, someone grabbed my hand and kissed it.",harassment
"May lalaki na paulit-ulit ako tinatawag ng babe sa kalsada",harassment
"Stranger keeps whistling at me habang naglalakad ako sa street",harassment
"Some guy followed me and kept calling me sweetie",harassment
"Naririnig ko na may nagsisitsit sa likod habang pauwi ako",harassment
"May naglalakad sa likod ko at tinatawag ako ng honey",harassment
"Group of men shouting things about my clothes",harassment
"Binabastos ako ng tambay sa kanto habang dumadaan",harassment
"May sumigaw ng 'Sexy mo!' habang papunta ako sa sakayan",harassment
"Stranger keeps asking for my number kahit sabi ko no",harassment
"Guy is taking unsolicited photos of me sa jeep",harassment
"May nagtatawa-tawa at tumuturo sa akin habang naglalakad",harassment
"Man blocking my way and calling me baby girl",harassment
"May sumusunod sa akin kahit sinabi ko na stop",harassment
"Naririnig ko na may bumubulong ng bastos sa tenga ko",harassment
"Group of teens shouting rude names at me",harassment
"May matandang lalaki na nakatitig ng masama sa katawan ko",harassment
"Someone brushed against me intentionally sa LRT",harassment
"Tambay catcalling me habang bumibili ako sa tindahan",harassment
"Naririnig ko ang paulit-ulit na pang-aasar habang naglalakad",harassment
"May lalaki na nakatayo sa harap ng gate namin at tumatawag sa akin",harassment
"Random guy said inappropriate joke about me",harassment
"Stranger keeps walking too close kahit walang space issue",harassment
"May nag-picture sa akin ng hindi nagpapaalam",harassment
"Tambay keeps making kissing sounds habang dumadaan ako",harassment
"May nag-aalok ng kung anu-ano sa akin sa daan",harassment
"Guy keeps blocking my path and laughing",harassment

